"","lsoa","hex","hex.id"
"1702","E01003236",66,"ID66"
"1703","E01001249",104,"ID104"
"1704","E01003237",52,"ID52"
"1705","E01003235",52,"ID52"
"1706","E01003232",65,"ID65"
"1707","E01003233",65,"ID65"
"1708","E01003230",65,"ID65"
"1709","E01003231",65,"ID65"
"1710","E01003238",52,"ID52"
"1711","E01003239",52,"ID52"
"1712","E01001536",204,"ID204"
"1713","E01001537",204,"ID204"
"1714","E01001534",193,"ID193"
"1715","E01001535",193,"ID193"
"1716","E01001532",193,"ID193"
"1717","E01001533",193,"ID193"
"1718","E01001530",193,"ID193"
"1719","E01001538",204,"ID204"
"1720","E01001539",204,"ID204"
"1721","E01000966",124,"ID124"
"1722","E01000967",124,"ID124"
"1723","E01000964",141,"ID141"
"1724","E01000965",124,"ID124"
"1725","E01000962",124,"ID124"
"1726","E01000963",124,"ID124"
"1727","E01000960",141,"ID141"
"1728","E01000961",142,"ID142"
"1729","E01000968",141,"ID141"
"1730","E01000969",141,"ID141"
"1731","E01002956",46,"ID46"
"1732","E01002957",46,"ID46"
"1733","E01002954",46,"ID46"
"1734","E01002955",46,"ID46"
"1735","E01002952",46,"ID46"
"1736","E01002953",46,"ID46"
"1737","E01002950",10,"ID10"
"1738","E01002951",46,"ID46"
"1739","E01002958",33,"ID33"
"1740","E01002959",46,"ID46"
"1741","E01003446",34,"ID34"
"1742","E01003447",34,"ID34"
"1743","E01003444",46,"ID46"
"1744","E01003445",46,"ID46"
"1745","E01003442",47,"ID47"
"1746","E01003443",47,"ID47"
"1747","E01003440",35,"ID35"
"1748","E01003441",36,"ID36"
"1749","E01003448",35,"ID35"
"1750","E01003449",35,"ID35"
"1751","E01032805",79,"ID79"
"1752","E01032803",94,"ID94"
"1753","E01033736",97,"ID97"
"1754","E01033737",97,"ID97"
"1755","E01033734",97,"ID97"
"1756","E01033735",97,"ID97"
"1757","E01033732",96,"ID96"
"1758","E01033733",96,"ID96"
"1759","E01033730",80,"ID80"
"1760","E01033731",97,"ID97"
"1761","E01033738",96,"ID96"
"1762","E01033739",114,"ID114"
"1763","E01000856",125,"ID125"
"1764","E01000857",124,"ID124"
"1765","E01000854",109,"ID109"
"1766","E01000855",109,"ID109"
"1767","E01000852",125,"ID125"
"1768","E01000853",109,"ID109"
"1769","E01000850",109,"ID109"
"1770","E01000851",109,"ID109"
"1771","E01000858",125,"ID125"
"1772","E01000859",125,"ID125"
"1773","E01002806",161,"ID161"
"1774","E01002887",75,"ID75"
"1775","E01002807",143,"ID143"
"1776","E01002886",107,"ID107"
"1777","E01002804",161,"ID161"
"1778","E01002885",107,"ID107"
"1779","E01002884",107,"ID107"
"1780","E01002802",126,"ID126"
"1781","E01002883",90,"ID90"
"1782","E01002803",126,"ID126"
"1783","E01002882",107,"ID107"
"1784","E01002800",126,"ID126"
"1785","E01002881",107,"ID107"
"1786","E01002801",110,"ID110"
"1787","E01002880",107,"ID107"
"1788","E01002808",143,"ID143"
"1789","E01002889",91,"ID91"
"1790","E01002809",161,"ID161"
"1791","E01002888",91,"ID91"
"1792","E01001746",145,"ID145"
"1793","E01001747",144,"ID144"
"1794","E01001744",144,"ID144"
"1795","E01001745",144,"ID144"
"1796","E01001742",144,"ID144"
"1797","E01001740",144,"ID144"
"1798","E01001741",163,"ID163"
"1799","E01001748",127,"ID127"
"1800","E01003736",130,"ID130"
"1801","E01001749",127,"ID127"
"1802","E01003737",148,"ID148"
"1803","E01003734",130,"ID130"
"1804","E01003735",130,"ID130"
"1805","E01003732",130,"ID130"
"1806","E01003733",130,"ID130"
"1807","E01003730",148,"ID148"
"1808","E01003731",148,"ID148"
"1809","E01003738",148,"ID148"
"1810","E01003739",148,"ID148"
"1811","E01001636",97,"ID97"
"1812","E01001637",97,"ID97"
"1813","E01001634",97,"ID97"
"1814","E01001635",97,"ID97"
"1815","E01001632",97,"ID97"
"1816","E01001633",97,"ID97"
"1817","E01001631",97,"ID97"
"1818","E01001638",80,"ID80"
"1819","E01002166",158,"ID158"
"1820","E01002167",158,"ID158"
"1821","E01002164",157,"ID157"
"1822","E01002165",158,"ID158"
"1823","E01002162",156,"ID156"
"1824","E01002163",156,"ID156"
"1825","E01004166",23,"ID23"
"1826","E01002160",138,"ID138"
"1827","E01004167",23,"ID23"
"1828","E01002161",156,"ID156"
"1829","E01004164",23,"ID23"
"1830","E01004165",23,"ID23"
"1831","E01004162",22,"ID22"
"1832","E01004163",23,"ID23"
"1833","E01004160",22,"ID22"
"1834","E01004161",22,"ID22"
"1835","E01002168",157,"ID157"
"1836","E01002169",158,"ID158"
"1837","E01004168",23,"ID23"
"1838","E01004169",23,"ID23"
"1839","E01000106",132,"ID132"
"1840","E01000187",190,"ID190"
"1841","E01000107",132,"ID132"
"1842","E01000186",176,"ID176"
"1843","E01000104",132,"ID132"
"1844","E01000185",178,"ID178"
"1845","E01000105",132,"ID132"
"1846","E01000184",178,"ID178"
"1847","E01000102",149,"ID149"
"1848","E01000183",160,"ID160"
"1849","E01000103",132,"ID132"
"1850","E01000182",160,"ID160"
"1851","E01000100",149,"ID149"
"1852","E01000181",160,"ID160"
"1853","E01000101",149,"ID149"
"1854","E01000180",160,"ID160"
"1855","E01000108",132,"ID132"
"1856","E01000189",175,"ID175"
"1857","E01000109",149,"ID149"
"1858","E01000188",190,"ID190"
"1859","E01000066",131,"ID131"
"1860","E01000067",131,"ID131"
"1861","E01000064",149,"ID149"
"1862","E01000065",149,"ID149"
"1863","E01000062",149,"ID149"
"1864","E01000063",149,"ID149"
"1865","E01000060",149,"ID149"
"1866","E01000061",149,"ID149"
"1867","E01000068",130,"ID130"
"1868","E01000069",131,"ID131"
"1869","E01002056",144,"ID144"
"1870","E01002057",162,"ID162"
"1871","E01002054",162,"ID162"
"1872","E01002055",163,"ID163"
"1873","E01002052",163,"ID163"
"1874","E01002053",163,"ID163"
"1875","E01004056",95,"ID95"
"1876","E01002050",163,"ID163"
"1877","E01004057",95,"ID95"
"1878","E01002051",163,"ID163"
"1879","E01004054",111,"ID111"
"1880","E01004055",95,"ID95"
"1881","E01004052",78,"ID78"
"1882","E01004050",78,"ID78"
"1883","E01004051",78,"ID78"
"1884","E01002058",162,"ID162"
"1885","E01002059",162,"ID162"
"1886","E01004058",95,"ID95"
"1887","E01004059",95,"ID95"
"1888","E01000356",83,"ID83"
"1889","E01000357",83,"ID83"
"1890","E01000354",83,"ID83"
"1891","E01000355",83,"ID83"
"1892","E01000352",68,"ID68"
"1893","E01000353",83,"ID83"
"1894","E01000350",68,"ID68"
"1895","E01000351",68,"ID68"
"1896","E01000358",83,"ID83"
"1897","E01002306",185,"ID185"
"1898","E01002387",151,"ID151"
"1899","E01000359",83,"ID83"
"1900","E01002307",185,"ID185"
"1901","E01002386",151,"ID151"
"1902","E01002304",186,"ID186"
"1903","E01002385",134,"ID134"
"1904","E01002305",185,"ID185"
"1905","E01002384",151,"ID151"
"1906","E01002302",185,"ID185"
"1907","E01002383",169,"ID169"
"1908","E01002303",186,"ID186"
"1909","E01002382",169,"ID169"
"1910","E01004387",182,"ID182"
"1911","E01004306",110,"ID110"
"1912","E01002300",187,"ID187"
"1913","E01002381",169,"ID169"
"1914","E01004386",182,"ID182"
"1915","E01004307",110,"ID110"
"1916","E01002301",185,"ID185"
"1917","E01002380",169,"ID169"
"1918","E01004385",182,"ID182"
"1919","E01004304",110,"ID110"
"1920","E01004384",182,"ID182"
"1921","E01004305",111,"ID111"
"1922","E01004383",182,"ID182"
"1923","E01004302",111,"ID111"
"1924","E01004382",182,"ID182"
"1925","E01004303",111,"ID111"
"1926","E01004381",182,"ID182"
"1927","E01004300",111,"ID111"
"1928","E01004380",182,"ID182"
"1929","E01004301",111,"ID111"
"1930","E01002308",185,"ID185"
"1931","E01002389",151,"ID151"
"1932","E01002309",186,"ID186"
"1933","E01002388",151,"ID151"
"1934","E01004389",196,"ID196"
"1935","E01004308",127,"ID127"
"1936","E01004388",182,"ID182"
"1937","E01004309",110,"ID110"
"1938","E01002266",132,"ID132"
"1939","E01002267",133,"ID133"
"1940","E01002264",133,"ID133"
"1941","E01002265",133,"ID133"
"1942","E01002262",150,"ID150"
"1943","E01002263",133,"ID133"
"1944","E01004266",127,"ID127"
"1945","E01002260",150,"ID150"
"1946","E01004267",112,"ID112"
"1947","E01002261",150,"ID150"
"1948","E01004264",111,"ID111"
"1949","E01004262",127,"ID127"
"1950","E01004263",111,"ID111"
"1951","E01004260",111,"ID111"
"1952","E01004261",111,"ID111"
"1953","E01002268",169,"ID169"
"1954","E01002269",169,"ID169"
"1955","E01004268",112,"ID112"
"1956","E01004269",111,"ID111"
"1957","E01000206",160,"ID160"
"1958","E01000287",191,"ID191"
"1959","E01000455",82,"ID82"
"1960","E01000452",98,"ID98"
"1961","E01000453",82,"ID82"
"1962","E01000450",98,"ID98"
"1963","E01000451",98,"ID98"
"1964","E01000458",68,"ID68"
"1965","E01000459",54,"ID54"
"1966","E01002406",86,"ID86"
"1967","E01002487",86,"ID86"
"1968","E01002407",86,"ID86"
"1969","E01002486",85,"ID85"
"1970","E01002404",102,"ID102"
"1971","E01002485",155,"ID155"
"1972","E01002405",102,"ID102"
"1973","E01002484",155,"ID155"
"1974","E01002402",102,"ID102"
"1975","E01002483",155,"ID155"
"1976","E01002403",102,"ID102"
"1977","E01002482",173,"ID173"
"1978","E01004406",164,"ID164"
"1979","E01004487",62,"ID62"
"1980","E01002400",102,"ID102"
"1981","E01002481",155,"ID155"
"1982","E01004407",164,"ID164"
"1983","E01004486",49,"ID49"
"1984","E01002401",102,"ID102"
"1985","E01002480",155,"ID155"
"1986","E01004404",181,"ID181"
"1987","E01004485",62,"ID62"
"1988","E01004405",164,"ID164"
"1989","E01004484",49,"ID49"
"1990","E01004402",181,"ID181"
"1991","E01004483",49,"ID49"
"1992","E01004403",181,"ID181"
"1993","E01004482",48,"ID48"
"1994","E01004400",181,"ID181"
"1995","E01004481",48,"ID48"
"1996","E01004401",181,"ID181"
"1997","E01004480",62,"ID62"
"1998","E01002408",102,"ID102"
"1999","E01002489",86,"ID86"
"2000","E01002409",102,"ID102"
"2001","E01002488",86,"ID86"
"2002","E01004408",164,"ID164"
"2003","E01004489",49,"ID49"
"2004","E01004409",164,"ID164"
"2005","E01004488",48,"ID48"
"2006","E01032766",110,"ID110"
"2007","E01032767",110,"ID110"
"2008","E01032764",128,"ID128"
"2009","E01032765",128,"ID128"
"2010","E01032768",95,"ID95"
"2011","E01032769",111,"ID111"
"2012","E01001876",106,"ID106"
"2013","E01001877",122,"ID122"
"2014","E01001874",106,"ID106"
"2015","E01001875",106,"ID106"
"2016","E01001872",90,"ID90"
"2017","E01001873",90,"ID90"
"2018","E01001871",91,"ID91"
"2019","E01001878",106,"ID106"
"2020","E01001879",90,"ID90"
"2021","E01003826",43,"ID43"
"2022","E01003827",44,"ID44"
"2023","E01003824",44,"ID44"
"2024","E01003825",43,"ID43"
"2025","E01003822",44,"ID44"
"2026","E01003823",44,"ID44"
"2027","E01003820",45,"ID45"
"2028","E01003821",59,"ID59"
"2029","E01003828",44,"ID44"
"2030","E01003829",57,"ID57"
"2031","E01002766",142,"ID142"
"2032","E01002767",143,"ID143"
"2033","E01002764",143,"ID143"
"2034","E01002765",144,"ID144"
"2035","E01002762",125,"ID125"
"2036","E01002763",143,"ID143"
"2037","E01002760",161,"ID161"
"2038","E01004765",108,"ID108"
"2039","E01001562",180,"ID180"
"2040","E01001563",194,"ID194"
"2041","E01001560",194,"ID194"
"2042","E01001568",194,"ID194"
"2043","E01001569",194,"ID194"
"2044","E01003556",147,"ID147"
"2045","E01003557",146,"ID146"
"2046","E01003554",129,"ID129"
"2047","E01003555",147,"ID147"
"2048","E01003552",129,"ID129"
"2049","E01003553",146,"ID146"
"2050","E01003550",146,"ID146"
"2051","E01003551",129,"ID129"
"2052","E01003558",129,"ID129"
"2053","E01003559",146,"ID146"
"2054","E01033487",143,"ID143"
"2055","E01033486",143,"ID143"
"2056","E01033485",122,"ID122"
"2057","E01033489",110,"ID110"
"2058","E01033488",143,"ID143"
"2059","E01000926",143,"ID143"
"2060","E01000927",142,"ID142"
"2061","E01000924",143,"ID143"
"2062","E01000925",125,"ID125"
"2063","E01000922",142,"ID142"
"2064","E01000923",143,"ID143"
"2065","E01000920",109,"ID109"
"2066","E01000921",142,"ID142"
"2067","E01000928",125,"ID125"
"2068","E01002997",20,"ID20"
"2069","E01002916",33,"ID33"
"2070","E01000929",124,"ID124"
"2071","E01002996",33,"ID33"
"2072","E01002917",33,"ID33"
"2073","E01002995",20,"ID20"
"2074","E01002914",91,"ID91"
"2075","E01002994",20,"ID20"
"2076","E01002915",33,"ID33"
"2077","E01002993",32,"ID32"
"2078","E01002912",75,"ID75"
"2079","E01002992",33,"ID33"
"2080","E01002913",91,"ID91"
"2081","E01002991",33,"ID33"
"2082","E01002910",76,"ID76"
"2083","E01002990",33,"ID33"
"2084","E01002911",91,"ID91"
"2085","E01002999",33,"ID33"
"2086","E01002918",21,"ID21"
"2087","E01002998",20,"ID20"
"2088","E01002919",21,"ID21"
"2089","E01001456",194,"ID194"
"2090","E01001457",194,"ID194"
"2091","E01001454",194,"ID194"
"2092","E01001455",194,"ID194"
"2093","E01001452",194,"ID194"
"2094","E01001453",194,"ID194"
"2095","E01001450",204,"ID204"
"2096","E01001451",194,"ID194"
"2097","E01001458",180,"ID180"
"2098","E01001459",195,"ID195"
"2099","E01003406",48,"ID48"
"2100","E01003487",114,"ID114"
"2101","E01003407",35,"ID35"
"2102","E01003486",113,"ID113"
"2103","E01003404",47,"ID47"
"2104","E01003485",113,"ID113"
"2105","E01003405",35,"ID35"
"2106","E01003484",113,"ID113"
"2107","E01003402",47,"ID47"
"2108","E01003403",47,"ID47"
"2109","E01003400",47,"ID47"
"2110","E01003481",113,"ID113"
"2111","E01003401",47,"ID47"
"2112","E01003480",113,"ID113"
"2113","E01003408",35,"ID35"
"2114","E01003489",129,"ID129"
"2115","E01003409",36,"ID36"
"2116","E01003488",113,"ID113"
"2117","E01002876",106,"ID106"
"2118","E01002877",106,"ID106"
"2119","E01002874",107,"ID107"
"2120","E01002875",90,"ID90"
"2121","E01002872",107,"ID107"
"2122","E01002873",90,"ID90"
"2123","E01002870",107,"ID107"
"2124","E01002871",107,"ID107"
"2125","E01002878",106,"ID106"
"2126","E01002879",107,"ID107"
"2127","E01000816",52,"ID52"
"2128","E01000897",142,"ID142"
"2129","E01003766",148,"ID148"
"2130","E01000896",160,"ID160"
"2131","E01003767",148,"ID148"
"2132","E01000814",29,"ID29"
"2133","E01000895",141,"ID141"
"2134","E01003764",165,"ID165"
"2135","E01000815",41,"ID41"
"2136","E01000894",142,"ID142"
"2137","E01003765",165,"ID165"
"2138","E01000812",29,"ID29"
"2139","E01000893",160,"ID160"
"2140","E01003762",165,"ID165"
"2141","E01000813",41,"ID41"
"2142","E01000892",142,"ID142"
"2143","E01003763",165,"ID165"
"2144","E01000810",41,"ID41"
"2145","E01000891",142,"ID142"
"2146","E01003760",182,"ID182"
"2147","E01000811",41,"ID41"
"2148","E01000890",142,"ID142"
"2149","E01003761",183,"ID183"
"2150","E01000818",66,"ID66"
"2151","E01000899",160,"ID160"
"2152","E01003768",148,"ID148"
"2153","E01000819",52,"ID52"
"2154","E01000898",142,"ID142"
"2155","E01003769",148,"ID148"
"2156","E01001706",96,"ID96"
"2157","E01001787",145,"ID145"
"2158","E01001786",145,"ID145"
"2159","E01001704",97,"ID97"
"2160","E01001785",145,"ID145"
"2161","E01001705",96,"ID96"
"2162","E01001784",127,"ID127"
"2163","E01001702",97,"ID97"
"2164","E01001783",144,"ID144"
"2165","E01001703",97,"ID97"
"2166","E01001782",110,"ID110"
"2167","E01001700",97,"ID97"
"2168","E01001781",126,"ID126"
"2169","E01001701",81,"ID81"
"2170","E01001780",110,"ID110"
"2171","E01001708",96,"ID96"
"2172","E01001789",145,"ID145"
"2173","E01001709",96,"ID96"
"2174","E01001788",145,"ID145"
"2175","E01001666",96,"ID96"
"2176","E01001667",96,"ID96"
"2177","E01001664",96,"ID96"
"2178","E01001665",96,"ID96"
"2179","E01001662",96,"ID96"
"2180","E01001660",66,"ID66"
"2181","E01001661",66,"ID66"
"2182","E01001668",96,"ID96"
"2183","E01001669",98,"ID98"
"2184","E01003656",183,"ID183"
"2185","E01003657",183,"ID183"
"2186","E01003654",182,"ID182"
"2187","E01003652",166,"ID166"
"2188","E01003653",166,"ID166"
"2189","E01003650",166,"ID166"
"2190","E01003651",166,"ID166"
"2191","E01003658",183,"ID183"
"2192","E01003659",183,"ID183"
"2193","E01000176",160,"ID160"
"2194","E01000177",178,"ID178"
"2195","E01000174",192,"ID192"
"2196","E01000175",193,"ID193"
"2197","E01000172",193,"ID193"
"2198","E01000173",193,"ID193"
"2199","E01000170",202,"ID202"
"2200","E01000171",192,"ID192"
"2201","E01000178",178,"ID178"
"2202","E01000179",160,"ID160"
"2203","E01002126",157,"ID157"
"2204","E01002127",157,"ID157"
"2205","E01002124",158,"ID158"
"2206","E01002125",158,"ID158"
"2207","E01002122",158,"ID158"
"2208","E01002123",158,"ID158"
"2209","E01004126",23,"ID23"
"2210","E01002120",175,"ID175"
"2211","E01004127",23,"ID23"
"2212","E01002121",175,"ID175"
"2213","E01004124",35,"ID35"
"2214","E01004122",22,"ID22"
"2215","E01004123",23,"ID23"
"2216","E01004120",22,"ID22"
"2217","E01004121",21,"ID21"
"2218","E01002128",157,"ID157"
"2219","E01002129",138,"ID138"
"2220","E01004128",23,"ID23"
"2221","E01004129",35,"ID35"
"2222","E01000027",167,"ID167"
"2223","E01000024",131,"ID131"
"2224","E01000025",131,"ID131"
"2225","E01000022",148,"ID148"
"2226","E01000023",148,"ID148"
"2227","E01000020",149,"ID149"
"2228","E01000021",148,"ID148"
"2229","E01000028",167,"ID167"
"2230","E01000029",167,"ID167"
"2231","E01002016",162,"ID162"
"2232","E01002097",180,"ID180"
"2233","E01002017",161,"ID161"
"2234","E01002096",180,"ID180"
"2235","E01002014",179,"ID179"
"2236","E01002095",180,"ID180"
"2237","E01002015",161,"ID161"
"2238","E01002094",180,"ID180"
"2239","E01002093",180,"ID180"
"2240","E01002013",161,"ID161"
"2241","E01002092",180,"ID180"
"2242","E01004016",64,"ID64"
"2243","E01004097",23,"ID23"
"2244","E01002010",160,"ID160"
"2245","E01002091",180,"ID180"
"2246","E01004017",64,"ID64"
"2247","E01004096",12,"ID12"
"2248","E01002011",161,"ID161"
"2249","E01002090",179,"ID179"
"2250","E01004014",78,"ID78"
"2251","E01004095",12,"ID12"
"2252","E01004015",64,"ID64"
"2253","E01004094",12,"ID12"
"2254","E01004012",78,"ID78"
"2255","E01004093",12,"ID12"
"2256","E01004013",78,"ID78"
"2257","E01004092",12,"ID12"
"2258","E01004010",78,"ID78"
"2259","E01004091",12,"ID12"
"2260","E01004011",79,"ID79"
"2261","E01004090",12,"ID12"
"2262","E01002018",179,"ID179"
"2263","E01002099",179,"ID179"
"2264","E01002019",161,"ID161"
"2265","E01002098",179,"ID179"
"2266","E01004018",64,"ID64"
"2267","E01004099",23,"ID23"
"2268","E01004019",64,"ID64"
"2269","E01004098",23,"ID23"
"2270","E01002376",169,"ID169"
"2271","E01002377",169,"ID169"
"2272","E01002374",133,"ID133"
"2273","E01002375",132,"ID132"
"2274","E01002372",133,"ID133"
"2275","E01002373",132,"ID132"
"2276","E01004376",146,"ID146"
"2277","E01002370",132,"ID132"
"2278","E01004377",182,"ID182"
"2279","E01004762",108,"ID108"
"2280","E01004763",92,"ID92"
"2281","E01004760",124,"ID124"
"2282","E01004761",109,"ID109"
"2283","E01002768",142,"ID142"
"2284","E01002769",142,"ID142"
"2285","E01000706",38,"ID38"
"2286","E01000787",42,"ID42"
"2287","E01000707",51,"ID51"
"2288","E01000786",30,"ID30"
"2289","E01000704",38,"ID38"
"2290","E01000785",53,"ID53"
"2291","E01000705",38,"ID38"
"2292","E01000784",53,"ID53"
"2293","E01000702",51,"ID51"
"2294","E01000783",53,"ID53"
"2295","E01000703",51,"ID51"
"2296","E01000782",53,"ID53"
"2297","E01000700",51,"ID51"
"2298","E01000781",66,"ID66"
"2299","E01000701",38,"ID38"
"2300","E01000780",66,"ID66"
"2301","E01000708",39,"ID39"
"2302","E01000789",42,"ID42"
"2303","E01000709",51,"ID51"
"2304","E01000788",29,"ID29"
"2305","E01000666",28,"ID28"
"2306","E01000667",28,"ID28"
"2307","E01000664",41,"ID41"
"2308","E01000662",40,"ID40"
"2309","E01000663",41,"ID41"
"2310","E01000661",40,"ID40"
"2311","E01000668",40,"ID40"
"2312","E01002656",72,"ID72"
"2313","E01000669",40,"ID40"
"2314","E01002657",72,"ID72"
"2315","E01002654",72,"ID72"
"2316","E01002655",72,"ID72"
"2317","E01002652",57,"ID57"
"2318","E01002653",72,"ID72"
"2319","E01004656",124,"ID124"
"2320","E01004657",108,"ID108"
"2321","E01002651",57,"ID57"
"2322","E01004654",107,"ID107"
"2323","E01004652",124,"ID124"
"2324","E01004653",107,"ID107"
"2325","E01004650",124,"ID124"
"2326","E01004651",124,"ID124"
"2327","E01002658",72,"ID72"
"2328","E01002659",72,"ID72"
"2329","E01004658",108,"ID108"
"2330","E01004659",125,"ID125"
"2331","E01001126",15,"ID15"
"2332","E01001127",26,"ID26"
"2333","E01001124",15,"ID15"
"2334","E01001125",15,"ID15"
"2335","E01001122",15,"ID15"
"2336","E01001123",15,"ID15"
"2337","E01001120",15,"ID15"
"2338","E01001121",15,"ID15"
"2339","E01001128",26,"ID26"
"2340","E01001129",26,"ID26"
"2341","E01003197",65,"ID65"
"2342","E01003116",49,"ID49"
"2343","E01003196",65,"ID65"
"2344","E01033577",96,"ID96"
"2345","E01033574",96,"ID96"
"2346","E01033575",96,"ID96"
"2347","E01033573",159,"ID159"
"2348","E01033570",73,"ID73"
"2349","E01033571",73,"ID73"
"2350","E01033578",128,"ID128"
"2351","E01033579",128,"ID128"
"2352","E01003576",147,"ID147"
"2353","E01003577",147,"ID147"
"2354","E01003574",129,"ID129"
"2355","E01003575",147,"ID147"
"2356","E01003572",129,"ID129"
"2357","E01003573",129,"ID129"
"2358","E01003570",129,"ID129"
"2359","E01003571",129,"ID129"
"2360","E01003578",147,"ID147"
"2361","E01003579",147,"ID147"
"2362","E01001516",204,"ID204"
"2363","E01001597",66,"ID66"
"2364","E01001517",205,"ID205"
"2365","E01001596",67,"ID67"
"2366","E01001514",204,"ID204"
"2367","E01001595",81,"ID81"
"2368","E01001515",195,"ID195"
"2369","E01001594",96,"ID96"
"2370","E01001512",204,"ID204"
"2371","E01001593",96,"ID96"
"2372","E01001513",204,"ID204"
"2373","E01001592",96,"ID96"
"2374","E01001510",195,"ID195"
"2375","E01001591",96,"ID96"
"2376","E01001511",204,"ID204"
"2377","E01001590",96,"ID96"
"2378","E01001518",204,"ID204"
"2379","E01001599",67,"ID67"
"2380","E01001519",193,"ID193"
"2381","E01001598",66,"ID66"
"2382","E01033424",139,"ID139"
"2383","E01000946",108,"ID108"
"2384","E01000947",125,"ID125"
"2385","E01000944",125,"ID125"
"2386","E01000942",126,"ID126"
"2387","E01000943",108,"ID108"
"2388","E01000940",109,"ID109"
"2389","E01000941",109,"ID109"
"2390","E01000948",125,"ID125"
"2391","E01000949",125,"ID125"
"2392","E01002937",45,"ID45"
"2393","E01002934",45,"ID45"
"2394","E01002935",45,"ID45"
"2395","E01002932",33,"ID33"
"2396","E01002933",45,"ID45"
"2397","E01002931",34,"ID34"
"2398","E01002938",45,"ID45"
"2399","E01001476",195,"ID195"
"2400","E01001477",195,"ID195"
"2401","E01001474",203,"ID203"
"2402","E01001475",203,"ID203"
"2403","E01001472",204,"ID204"
"2404","E01001473",203,"ID203"
"2405","E01001470",203,"ID203"
"2406","E01001471",203,"ID203"
"2407","E01001478",195,"ID195"
"2408","E01001479",195,"ID195"
"2409","E01003426",35,"ID35"
"2410","E01003427",35,"ID35"
"2411","E01003424",35,"ID35"
"2412","E01003425",35,"ID35"
"2413","E01003422",34,"ID34"
"2414","E01003423",47,"ID47"
"2415","E01003420",22,"ID22"
"2416","E01003421",34,"ID34"
"2417","E01003428",35,"ID35"
"2418","E01003429",36,"ID36"
"2419","E01033712",127,"ID127"
"2420","E01033713",127,"ID127"
"2421","E01033710",145,"ID145"
"2422","E01033711",127,"ID127"
"2423","E01000836",39,"ID39"
"2424","E01000837",39,"ID39"
"2425","E01000834",39,"ID39"
"2426","E01000835",39,"ID39"
"2427","E01000833",39,"ID39"
"2428","E01000830",39,"ID39"
"2429","E01000831",39,"ID39"
"2430","E01000838",27,"ID27"
"2431","E01000839",26,"ID26"
"2432","E01001726",163,"ID163"
"2433","E01001727",163,"ID163"
"2434","E01001724",144,"ID144"
"2435","E01001725",163,"ID163"
"2436","E01001722",145,"ID145"
"2437","E01001723",163,"ID163"
"2438","E01001720",144,"ID144"
"2439","E01001728",163,"ID163"
"2440","E01001729",128,"ID128"
"2441","E01003716",148,"ID148"
"2442","E01003797",74,"ID74"
"2443","E01003796",165,"ID165"
"2444","E01003714",148,"ID148"
"2445","E01003795",165,"ID165"
"2446","E01003715",148,"ID148"
"2447","E01003794",165,"ID165"
"2448","E01003712",166,"ID166"
"2449","E01003793",147,"ID147"
"2450","E01003713",148,"ID148"
"2451","E01003792",165,"ID165"
"2452","E01003710",165,"ID165"
"2453","E01003791",165,"ID165"
"2454","E01003711",166,"ID166"
"2455","E01003790",147,"ID147"
"2456","E01003718",148,"ID148"
"2457","E01003799",74,"ID74"
"2458","E01003719",148,"ID148"
"2459","E01003798",74,"ID74"
"2460","E01003676",165,"ID165"
"2461","E01003677",165,"ID165"
"2462","E01003674",182,"ID182"
"2463","E01003675",165,"ID165"
"2464","E01003672",182,"ID182"
"2465","E01003673",182,"ID182"
"2466","E01003670",182,"ID182"
"2467","E01003671",182,"ID182"
"2468","E01003678",165,"ID165"
"2469","E01003679",183,"ID183"
"2470","E01001697",97,"ID97"
"2471","E01001617",67,"ID67"
"2472","E01001696",97,"ID97"
"2473","E01001614",67,"ID67"
"2474","E01001695",97,"ID97"
"2475","E01001615",66,"ID66"
"2476","E01001694",114,"ID114"
"2477","E01001693",114,"ID114"
"2478","E01001613",67,"ID67"
"2479","E01001692",114,"ID114"
"2480","E01001610",81,"ID81"
"2481","E01001611",81,"ID81"
"2482","E01001690",114,"ID114"
"2483","E01001618",67,"ID67"
"2484","E01001699",97,"ID97"
"2485","E01001619",67,"ID67"
"2486","E01001698",97,"ID97"
"2487","E01002146",173,"ID173"
"2488","E01002147",174,"ID174"
"2489","E01002144",174,"ID174"
"2490","E01002145",174,"ID174"
"2491","E01002142",174,"ID174"
"2492","E01002143",174,"ID174"
"2493","E01004146",22,"ID22"
"2494","E01002140",174,"ID174"
"2495","E01004147",23,"ID23"
"2496","E01002141",174,"ID174"
"2497","E01004144",23,"ID23"
"2498","E01004145",22,"ID22"
"2499","E01004142",23,"ID23"
"2500","E01004143",22,"ID22"
"2501","E01004140",23,"ID23"
"2502","E01004141",23,"ID23"
"2503","E01002148",174,"ID174"
"2504","E01002149",173,"ID173"
"2505","E01004148",22,"ID22"
"2506","E01004149",23,"ID23"
"2507","E01000046",131,"ID131"
"2508","E01000044",130,"ID130"
"2509","E01000045",131,"ID131"
"2510","E01000042",131,"ID131"
"2511","E01000043",131,"ID131"
"2512","E01000040",131,"ID131"
"2513","E01000041",131,"ID131"
"2514","E01000048",114,"ID114"
"2515","E01000049",130,"ID130"
"2516","E01002036",180,"ID180"
"2517","E01002037",181,"ID181"
"2518","E01002034",180,"ID180"
"2519","E01002032",180,"ID180"
"2520","E01002033",179,"ID179"
"2521","E01004036",95,"ID95"
"2522","E01002030",179,"ID179"
"2523","E01004037",94,"ID94"
